"Ticker","Name","Asset.Class","Weight....","Price","Shares","Market.Value","Notional.Value","Sector","SEDOL","ISIN","Exchange","Date"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.4576,"49.82","801,377","$39,924,602","-","Telecommunication Services","2090571","US92343V1044","New York Stock Exchange Inc.","29-Aug-2014"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.4841,"49.99","846,876","$42,335,331","-","Telecommunication Services","2090571","US92343V1044","New York Stock Exchange Inc.","30-Sep-2014"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.4365,"50.25","936,938","$47,081,135","-","Telecommunication Services","2090571","US92343V1044","New York Stock Exchange Inc.","31-Oct-2014"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.4514,"50.59","978,258","$49,490,072","-","Telecommunication Services","2090571","US92343V1044","New York Stock Exchange Inc.","28-Nov-2014"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.3438,"46.78","1,029,890","$48,178,254","48,178,254.20","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","31-Dec-2014"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.3232,"45.71","1,226,057","$56,043,065","56,043,065.47","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","30-Jan-2015"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.3885,"49.45","1,287,821","$63,682,748","63,682,748.45","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","27-Feb-2015"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.3889,"48.63","1,332,259","$64,787,755","64,787,755.17","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","31-Mar-2015"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.4491,"50.44","1,405,295","$70,883,080","70,883,079.80","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","30-Apr-2015"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.5102,"49.44","1,521,435","$75,219,746","75,219,746.40","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","29-May-2015"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.4615,"46.61","1,513,218","$70,531,091","70,531,090.98","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","30-Jun-2015"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.4172,"46.79","1,603,478","$75,026,736","75,026,735.62","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","31-Jul-2015"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.4468,"46.01","1,846,440","$84,954,704","84,954,704.40","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","31-Aug-2015"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.3822,"43.51","1,923,195","$83,678,214","83,678,214.45","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","30-Sep-2015"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.4115,"46.88","1,972,277","$92,460,346","92,460,345.76","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","30-Oct-2015"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.3799,"45.45","2,069,930","$94,078,319","94,078,318.50","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","30-Nov-2015"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.4053,"46.22","2,183,013","$100,898,861","100,898,860.86","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","31-Dec-2015"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.5478,"49.97","2,409,973","$120,426,351","120,426,350.81","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","29-Jan-2016"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.563,"50.73","3,004,555","$152,421,075","152,421,075.15","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","29-Feb-2016"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.5882,"54.08","3,316,179","$179,338,960","179,338,960.32","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","31-Mar-2016"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.5073,"50.94","3,671,891","$187,046,128","187,046,127.54","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","29-Apr-2016"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.4825,"50.9","3,859,666","$196,456,999","196,456,999.40","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","31-May-2016"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.5632,"55.84","4,128,563","$230,538,958","230,538,957.92","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","30-Jun-2016"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.5293,"55.41","4,229,621","$234,363,300","234,363,299.61","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","29-Jul-2016"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.4801,"52.33","4,127,379","$215,985,743","215,985,743.07","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","31-Aug-2016"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.4917,"51.98","4,169,306","$216,720,526","216,720,525.88","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","30-Sep-2016"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.4229,"48.1","3,919,928","$188,548,537","188,548,536.80","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","31-Oct-2016"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.4723,"49.9","3,708,233","$185,040,827","185,040,826.70","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","30-Nov-2016"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.5381,"53.38","3,538,797","$188,900,984","188,900,983.86","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","30-Dec-2016"
"VZ","VERIZON COMMUNICATIONS INC","Equity",1.5615,"54.64","3,520,569","$192,363,890","192,363,890.16","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc.","05-Jan-2017"
"WAT","WATER CORP CORP","Equity",0.1432,"133.62","53,378","$7,132,368","7,132,368.36","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","29-May-2015"
"WAT","WATER CORP CORP","Equity",0.1414,"128.38","53,158","$6,824,424","6,824,424.04","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","30-Jun-2015"
"WAT","WATER CORP CORP","Equity",0.1424,"133.49","56,452","$7,535,777","7,535,777.48","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","31-Jul-2015"
"WAT","WATER CORP CORP","Equity",0.1363,"121.38","65,947","$8,004,647","8,004,646.86","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","31-Aug-2015"
"WAT","WATER CORP CORP","Equity",0.1342,"118.21","68,737","$8,125,401","8,125,400.77","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","30-Sep-2015"
"WAT","WATER CORP CORP","Equity",0.1369,"127.8","70,177","$8,968,621","8,968,620.60","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","30-Oct-2015"
"WAT","WATER CORP CORP","Equity",0.2203,"132.82","113,099","$15,021,809","15,021,809.18","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","30-Nov-2015"
"WAT","WATER CORP CORP","Equity",0.2233,"134.58","119,109","$16,029,689","16,029,689.22","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","31-Dec-2015"
"WAT","WATER CORP CORP","Equity",0.2052,"121.21","131,741","$15,968,327","15,968,326.61","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","29-Jan-2016"
"WAT","WATER CORP CORP","Equity",0.2017,"120.31","163,451","$19,664,790","19,664,789.81","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","29-Feb-2016"
"WAT","WATER CORP CORP","Equity",0.21,"131.92","179,791","$23,718,029","23,718,028.72","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","31-Mar-2016"
"WAT","WATER CORP CORP","Equity",0.209,"130.16","199,247","$25,933,990","25,933,989.52","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","29-Apr-2016"
"WAT","WATER CORP CORP","Equity",0.2815,"137.55","271,217","$37,305,898","37,305,898.35","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","31-May-2016"
"WAT","WATER CORP CORP","Equity",0.2761,"140.65","289,489","$40,716,628","40,716,627.85","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","30-Jun-2016"
"WAT","WATER CORP CORP","Equity",0.3075,"158.93","296,496","$47,122,109","47,122,109.28","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","29-Jul-2016"
"WAT","WATER CORP CORP","Equity",0.3102,"157.31","287,744","$45,265,009","45,265,008.64","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","31-Aug-2016"
"WAT","WATER CORP CORP","Equity",0.3169,"158.49","290,522","$46,044,832","46,044,831.78","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","30-Sep-2016"
"WAT","WATER CORP CORP","Equity",0.2862,"139.14","272,595","$37,928,868","37,928,868.30","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","31-Oct-2016"
"WAT","WATER CORP CORP","Equity",0.2139,"134.57","199,734","$26,878,204","26,878,204.38","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","30-Nov-2016"
"WAT","WATER CORP CORP","Equity",0.2087,"134.39","190,690","$25,626,829","25,626,829.10","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","30-Dec-2016"
"WAT","WATER CORP CORP","Equity",0.209,"135.73","189,710","$25,749,338","25,749,338.30","Health Care","2937689","US9418481035","New York Stock Exchange Inc.","05-Jan-2017"
"WCN","WASTE CONNECTIONS INC","Equity",0.1117,"76.44","183,686","$14,040,958","14,040,957.84","Industrials","BYVG1F6","CA94106B1013","New York Stock Exchange Inc.","30-Nov-2016"
"WCN","WASTE CONNECTIONS INC","Equity",0.1117,"78.59","174,562","$13,718,828","13,718,827.58","Industrials","BYVG1F6","CA94106B1013","New York Stock Exchange Inc.","30-Dec-2016"
"WCN","WASTE CONNECTIONS INC","Equity",0.1143,"81.08","173,666","$14,080,839","14,080,839.28","Industrials","BYVG1F6","CA94106B1013","New York Stock Exchange Inc.","05-Jan-2017"
"WEC","WEC ENERGY GROUP INC","Equity",0.9962,"32.43","791","$25,652","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","31-Oct-2011"
"WEC","WEC ENERGY GROUP INC","Equity",1.0077,"33.18","791","$26,245","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","30-Nov-2011"
"WEC","WEC ENERGY GROUP INC","Equity",1.035,"34.96","2,367","$82,750","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","30-Dec-2011"
"WEC","WEC ENERGY GROUP INC","Equity",0.9934,"34","3,160","$107,440","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","31-Jan-2012"
"WEC","WEC ENERGY GROUP INC","Equity",0.9758,"34.08","3,955","$134,786","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","29-Feb-2012"
"WEC","WEC ENERGY GROUP INC","Equity",0.9872,"35.18","5,544","$195,038","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","30-Mar-2012"
"WEC","WEC ENERGY GROUP INC","Equity",1.0205,"36.84","7,928","$292,068","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","30-Apr-2012"
"WEC","WEC ENERGY GROUP INC","Equity",1.0621,"37.84","19,588","$741,210","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","31-May-2012"
"WEC","WEC ENERGY GROUP INC","Equity",1.0734,"39.57","54,951","$2,174,411","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","29-Jun-2012"
"WEC","WEC ENERGY GROUP INC","Equity",1.0861,"40.74","91,175","$3,714,470","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","31-Jul-2012"
"WEC","WEC ENERGY GROUP INC","Equity",1.0132,"37.96","95,105","$3,610,186","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","31-Aug-2012"
"WEC","WEC ENERGY GROUP INC","Equity",0.9907,"37.67","96,116","$3,620,690","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","28-Sep-2012"
"WEC","WEC ENERGY GROUP INC","Equity",1.0196,"38.47","138,781","$5,338,905","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","31-Oct-2012"
"WEC","WEC ENERGY GROUP INC","Equity",0.993,"37.53","173,881","$6,525,754","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","30-Nov-2012"
"WEC","WEC ENERGY GROUP INC","Equity",0.9863,"36.85","201,162","$7,412,820","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","31-Dec-2012"
"WEC","WEC ENERGY GROUP INC","Equity",1.0046,"39.43","318,489","$12,558,021","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","31-Jan-2013"
"WEC","WEC ENERGY GROUP INC","Equity",1.0248,"41.3","425,715","$17,582,030","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","28-Feb-2013"
"WEC","WEC ENERGY GROUP INC","Equity",1.0156,"42.89","612,399","$26,265,793","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","28-Mar-2013"
"WEC","WEC ENERGY GROUP INC","Equity",1.0386,"44.94","852,877","$38,328,292","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","30-Apr-2013"
"WEC","WEC ENERGY GROUP INC","Equity",0.968,"40.81","921,004","$37,586,173","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","31-May-2013"
"WEC","WEC ENERGY GROUP INC","Equity",0.9778,"40.99","852,270","$34,934,547","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","28-Jun-2013"
"WEC","WEC ENERGY GROUP INC","Equity",1.0026,"43.48","536,178","$23,313,019","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","31-Jul-2013"
"WEC","WEC ENERGY GROUP INC","Equity",0.9779,"41.04","520,618","$21,366,163","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","30-Aug-2013"
"WEC","WEC ENERGY GROUP INC","Equity",0.9422,"40.38","473,633","$19,125,301","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","30-Sep-2013"
"WEC","WEC ENERGY GROUP INC","Equity",0.9404,"42.11","473,851","$19,953,866","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","31-Oct-2013"
"WEC","WEC ENERGY GROUP INC","Equity",0.919,"41.77","526,582","$21,995,330","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","29-Nov-2013"
"WEC","WEC ENERGY GROUP INC","Equity",0.8977,"41.34","524,700","$21,691,098","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","31-Dec-2013"
"WEC","WEC ENERGY GROUP INC","Equity",0.957,"42.67","530,324","$22,628,925","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","31-Jan-2014"
"WEC","WEC ENERGY GROUP INC","Equity",0.9451,"43.96","519,629","$22,842,891","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","28-Feb-2014"
"WEC","WEC ENERGY GROUP INC","Equity",0.9938,"46.55","520,698","$24,238,492","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","31-Mar-2014"
"WEC","WEC ENERGY GROUP INC","Equity",1.0225,"48.48","535,352","$25,953,865","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","30-Apr-2014"
"WEC","WEC ENERGY GROUP INC","Equity",0.9507,"45.52","586,310","$26,688,831","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","30-May-2014"
"WEC","WEC ENERGY GROUP INC","Equity",0.9711,"46.92","546,369","$25,635,633","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","30-Jun-2014"
"WEC","WEC ENERGY GROUP INC","Equity",0.9154,"43.58","540,635","$23,560,873","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","31-Jul-2014"
"WEC","WEC ENERGY GROUP INC","Equity",0.9168,"45.33","553,957","$25,110,871","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","29-Aug-2014"
"WEC","WEC ENERGY GROUP INC","Equity",0.8807,"43","584,287","$25,124,341","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","30-Sep-2014"
"WEC","WEC ENERGY GROUP INC","Equity",0.9795,"49.66","646,450","$32,102,707","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","31-Oct-2014"
"WEC","WEC ENERGY GROUP INC","Equity",0.8768,"49.4","605,212","$29,897,473","-","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","28-Nov-2014"
"WEC","WISCONSIN ENERGY CORP","Equity",0.9373,"52.74","637,161","$33,603,871","33,603,871.14","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","31-Dec-2014"
"WEC","WISCONSIN ENERGY CORP","Equity",0.9988,"55.77","758,568","$42,305,337","42,305,337.36","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","30-Jan-2015"
"WEC","WISCONSIN ENERGY CORP","Equity",0.8846,"50.98","795,855","$40,572,688","40,572,687.90","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","27-Feb-2015"
"WEC","WISCONSIN ENERGY CORP","Equity",0.8743,"49.5","823,890","$40,782,555","40,782,555.00","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","31-Mar-2015"
"WEC","WISCONSIN ENERGY CORP","Equity",0.8727,"49.12","869,026","$42,686,557","42,686,557.12","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","30-Apr-2015"
"WEC","WISCONSIN ENERGY CORP","Equity",0.5357,"48.28","552,655","$26,682,183","26,682,183.40","Utilities","2973995","US9766571064","New York Stock Exchange Inc.","29-May-2015"
"WEC","WEC ENERGY GROUP INC","Equity",0.4626,"44.97","496,419","$22,323,962","22,323,962.43","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","30-Jun-2015"
"WEC","WEC ENERGY GROUP INC","Equity",0.4889,"49","528,215","$25,882,535","25,882,535.00","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","31-Jul-2015"
"WEC","WEC ENERGY GROUP INC","Equity",0.5027,"47.65","619,458","$29,517,174","29,517,173.70","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","31-Aug-2015"
"WEC","WEC ENERGY GROUP INC","Equity",0.5572,"52.22","645,955","$33,731,770","33,731,770.10","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","30-Sep-2015"
"WEC","WEC ENERGY GROUP INC","Equity",0.5229,"51.56","664,350","$34,253,886","34,253,886.00","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","30-Oct-2015"
"WEC","WEC ENERGY GROUP INC","Equity",0.5025,"49.32","694,585","$34,256,932","34,256,932.20","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","30-Nov-2015"
"WEC","WEC ENERGY GROUP INC","Equity",0.5238,"51.31","732,929","$37,606,587","37,606,586.99","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","31-Dec-2015"
"WEC","WEC ENERGY GROUP INC","Equity",0.5741,"55.23","808,721","$44,665,661","44,665,660.83","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","29-Jan-2016"
"WEC","WEC ENERGY GROUP INC","Equity",0.5821,"56.35","1,007,306","$56,761,693","56,761,693.10","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","29-Feb-2016"
"WEC","WEC ENERGY GROUP INC","Equity",0.5918,"60.07","1,112,549","$66,830,818","66,830,818.43","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","31-Mar-2016"
"WEC","WEC ENERGY GROUP INC","Equity",0.5778,"58.21","1,231,719","$71,698,363","71,698,362.99","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","29-Apr-2016"
"WEC","WEC ENERGY GROUP INC","Equity",0.5876,"60.14","1,294,649","$77,860,191","77,860,190.86","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","31-May-2016"
"WEC","WEC ENERGY GROUP INC","Equity",0.6126,"65.3","1,383,592","$90,348,558","90,348,557.60","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","30-Jun-2016"
"WEC","WEC ENERGY GROUP INC","Equity",0.6008,"64.91","1,418,564","$92,078,989","92,078,989.24","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","29-Jul-2016"
"WEC","WEC ENERGY GROUP INC","Equity",0.5675,"59.88","1,383,039","$82,816,375","82,816,375.32","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","31-Aug-2016"
"WEC","WEC ENERGY GROUP INC","Equity",0.576,"59.88","1,397,530","$83,684,096","83,684,096.40","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","30-Sep-2016"
"WEC","WEC ENERGY GROUP INC","Equity",0.5916,"59.72","1,312,610","$78,389,069","78,389,069.20","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","31-Oct-2016"
"WEC","WEC ENERGY GROUP INC","Equity",0.5538,"56.01","1,242,590","$69,597,466","69,597,465.90","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","30-Nov-2016"
"WEC","WEC ENERGY GROUP INC","Equity",0.5663,"58.65","1,185,815","$69,548,050","69,548,049.75","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","30-Dec-2016"
"WEC","WEC ENERGY GROUP INC","Equity",0.5652,"59.02","1,179,711","$69,626,543","69,626,543.22","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc.","05-Jan-2017"
"WFC","WELLS FARGO","Equity",0.0984,"52.56","49,422","$2,597,620","-","Financials","2649100","US9497461015","New York Stock Exchange Inc.","30-Jun-2014"
"WFC","WELLS FARGO","Equity",0.0954,"50.9","48,252","$2,456,027","-","Financials","2649100","US9497461015","New York Stock Exchange Inc.","31-Jul-2014"
"WFC","WELLS FARGO","Equity",0.0927,"51.44","49,356","$2,538,873","-","Financials","2649100","US9497461015","New York Stock Exchange Inc.","29-Aug-2014"
"WFC","WELLS FARGO","Equity",0.095,"51.87","52,260","$2,710,726","-","Financials","2649100","US9497461015","New York Stock Exchange Inc.","30-Sep-2014"
"WFC","WELLS FARGO","Equity",0.0939,"53.09","57,966","$3,077,415","-","Financials","2649100","US9497461015","New York Stock Exchange Inc.","31-Oct-2014"
"WFC","WELLS FARGO","Equity",0.0931,"54.48","58,266","$3,174,332","-","Financials","2649100","US9497461015","New York Stock Exchange Inc.","28-Nov-2014"
"WFC","WELLS FARGO","Equity",0.0938,"54.82","61,343","$3,362,823","3,362,823.26","Financials","2649100","US9497461015","New York Stock Exchange Inc.","31-Dec-2014"
"WFC","WELLS FARGO","Equity",0.0895,"51.92","73,000","$3,790,160","3,790,160.00","Financials","2649100","US9497461015","New York Stock Exchange Inc.","30-Jan-2015"
"WFC","WELLS FARGO","Equity",0.0909,"54.79","76,057","$4,167,163","4,167,163.03","Financials","2649100","US9497461015","New York Stock Exchange Inc.","27-Feb-2015"
"WFC","WELLS FARGO","Equity",0.0923,"54.4","79,106","$4,303,366","4,303,366.40","Financials","2649100","US9497461015","New York Stock Exchange Inc.","31-Mar-2015"
"WFC","WELLS FARGO","Equity",0.094,"55.1","83,446","$4,597,875","4,597,874.60","Financials","2649100","US9497461015","New York Stock Exchange Inc.","30-Apr-2015"
"WFC","WELLS FARGO","Equity",0.6568,"55.96","584,542","$32,710,970","32,710,970.32","Financials","2649100","US9497461015","New York Stock Exchange Inc.","29-May-2015"
"WFC","WELLS FARGO","Equity",0.6776,"56.24","581,468","$32,701,760","32,701,760.32","Financials","2649100","US9497461015","New York Stock Exchange Inc.","30-Jun-2015"
"WFC","WELLS FARGO","Equity",0.6735,"57.87","616,140","$35,656,022","35,656,021.80","Financials","2649100","US9497461015","New York Stock Exchange Inc.","31-Jul-2015"
"WFC","WELLS FARGO","Equity",0.656,"53.33","722,223","$38,516,153","38,516,152.59","Financials","2649100","US9497461015","New York Stock Exchange Inc.","31-Aug-2015"
"WFC","WELLS FARGO","Equity",0.6386,"51.35","752,909","$38,661,877","38,661,877.15","Financials","2649100","US9497461015","New York Stock Exchange Inc.","30-Sep-2015"
"WFC","WELLS FARGO","Equity",0.6371,"54.14","770,829","$41,732,682","41,732,682.06","Financials","2649100","US9497461015","New York Stock Exchange Inc.","30-Oct-2015"
"WFC","WELLS FARGO","Equity",0.6545,"55.1","809,792","$44,619,539","44,619,539.20","Financials","2649100","US9497461015","New York Stock Exchange Inc.","30-Nov-2015"
"WFC","WELLS FARGO","Equity",0.6466,"54.36","854,025","$46,424,799","46,424,799.00","Financials","2649100","US9497461015","New York Stock Exchange Inc.","31-Dec-2015"
"WFC","WELLS FARGO","Equity",0.6087,"50.23","942,867","$47,360,209","47,360,209.41","Financials","2649100","US9497461015","New York Stock Exchange Inc.","29-Jan-2016"
"WFC","WELLS FARGO","Equity",0.5624,"46.92","1,168,781","$54,839,205","54,839,204.52","Financials","2649100","US9497461015","New York Stock Exchange Inc.","29-Feb-2016"
"WFC","WELLS FARGO","Equity",0.5527,"48.36","1,290,605","$62,413,658","62,413,657.80","Financials","2649100","US9497461015","New York Stock Exchange Inc.","31-Mar-2016"
"WFC","WELLS FARGO","Equity",0.5755,"49.98","1,428,831","$71,412,973","71,412,973.38","Financials","2649100","US9497461015","New York Stock Exchange Inc.","29-Apr-2016"
"WFC","WELLS FARGO","Equity",0.2148,"50.72","561,319","$28,470,100","28,470,099.68","Financials","2649100","US9497461015","New York Stock Exchange Inc.","31-May-2016"
"WFC","WELLS FARGO","Equity",0.1913,"47.33","595,988","$28,208,112","28,208,112.04","Financials","2649100","US9497461015","New York Stock Exchange Inc.","30-Jun-2016"
"WFC","WELLS FARGO","Equity",0.1918,"47.97","612,755","$29,393,857","29,393,857.35","Financials","2649100","US9497461015","New York Stock Exchange Inc.","29-Jul-2016"
"WFC","WELLS FARGO","Equity",0.2074,"50.8","595,882","$30,270,806","30,270,805.60","Financials","2649100","US9497461015","New York Stock Exchange Inc.","31-Aug-2016"
"WFC","WELLS FARGO","Equity",0.1839,"44.28","603,307","$26,714,434","26,714,433.96","Financials","2649100","US9497461015","New York Stock Exchange Inc.","30-Sep-2016"
"WFC","WELLS FARGO","Equity",0.1958,"46.01","563,889","$25,944,533","25,944,532.89","Financials","2649100","US9497461015","New York Stock Exchange Inc.","31-Oct-2016"
"WFC","WELLS FARGO","Equity",0.1029,"52.92","244,369","$12,932,007","12,932,007.48","Financials","2649100","US9497461015","New York Stock Exchange Inc.","30-Nov-2016"
"WFC","WELLS FARGO","Equity",0.1052,"55.11","234,393","$12,917,398","12,917,398.23","Financials","2649100","US9497461015","New York Stock Exchange Inc.","30-Dec-2016"
"WFC","WELLS FARGO","Equity",0.1045,"55.18","233,189","$12,867,369","12,867,369.02","Financials","2649100","US9497461015","New York Stock Exchange Inc.","05-Jan-2017"
"WIN","WINDSTREAM CORP.","Equity",0.1125,"12.17","238","$2,896","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","31-Oct-2011"
"WIN","WINDSTREAM CORP.","Equity",0.1075,"11.76","238","$2,799","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","30-Nov-2011"
"WIN","WINDSTREAM CORP.","Equity",0.7603,"11.74","5,178","$60,790","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","30-Dec-2011"
"WIN","WINDSTREAM CORP.","Equity",0.7719,"12.07","6,916","$83,476","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","31-Jan-2012"
"WIN","WINDSTREAM CORP.","Equity",0.7561,"12.08","8,645","$104,432","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","29-Feb-2012"
